Product,Model,Period,Avg_Quantity_Pred,RMSE,R2,MAE,SMAPE,Avg_Quantity_Real
4A0100000001,Prophet,Holdout,1.675066428543962,1.5666338713791883,0.0,1.2849469289829147,91.8185765314757,1.0
4A0100000001,Prophet,Forecast,1.123313268494269,,,,,0.0
4A0100000001,XGBoost,Holdout,1.4659163309977605,0.7101888659774088,0.0,0.6975767076015472,51.34223830182187,1.0
4A0100000001,XGBoost,Forecast,1.8059202394177836,,,,,0.0
4A0100000001,LightGBM,Holdout,1.3508875236404176,0.652755621176638,0.0,0.6258312210554371,46.900715266742424,1.0
4A0100000001,LightGBM,Forecast,2.0035462685020313,,,,,0.0
4A0100000001,CatBoost,Holdout,1.6780209192904862,0.9337852480910422,0.0,0.8860332395890846,60.022420065514545,1.0
4A0100000001,CatBoost,Forecast,1.7791107407619347,,,,,0.0
4A0100000001,Ensemble,Holdout,1.5150604913121706,0.7959922168349559,0.0,0.7474460905868008,52.97085311717071,1.0
4A0100000001,Ensemble,Forecast,1.7522664700788078,,,,,0.0
4A0100000002,Prophet,Holdout,28.23917108709837,23.44657714458926,-28.420749026900076,22.148194717636684,129.36025385184283,6.382022471910112
4A0100000002,Prophet,Forecast,14.316603129545733,,,,,0.0
4A0100000002,XGBoost,Holdout,24.040432804233426,18.258113759737412,-16.840484337205307,17.83770069379485,122.05803763210315,6.382022471910112
4A0100000002,XGBoost,Forecast,25.244813919067383,,,,,0.0
4A0100000002,LightGBM,Holdout,10.033378183525029,5.609894815586759,-0.6842410955358067,4.760106479407072,64.96694001094797,6.382022471910112
4A0100000002,LightGBM,Forecast,9.985660071717271,,,,,0.0
4A0100000002,CatBoost,Holdout,21.370240403936837,15.62676653313051,-12.068720525225295,15.162808529508041,114.7680210604058,6.382022471910112
4A0100000002,CatBoost,Forecast,22.765171969915347,,,,,0.0
4A0100000002,Ensemble,Holdout,18.883874289521504,13.291142653852717,-8.454084110250419,12.789621949925616,107.07516378759183,6.382022471910112
4A0100000002,Ensemble,Forecast,16.726950333280698,,,,,0.0
4A2000000060,Prophet,Holdout,15.851158390793389,18.62873782506241,-0.5014563270526713,14.499113376326736,95.64962303340091,19.945054945054945
4A2000000060,Prophet,Forecast,25.00992267170385,,,,,0.0
4A2000000060,XGBoost,Holdout,31.202785806341485,18.66922816912629,-0.5079903771350927,16.021440799419697,70.77639572686687,19.945054945054945
4A2000000060,XGBoost,Forecast,31.944724667456843,,,,,0.0
4A2000000060,LightGBM,Holdout,31.65239538754735,18.9575572833859,-0.5549291204412043,16.351854081948762,71.54408136111735,19.945054945054945
4A2000000060,LightGBM,Forecast,32.426034946545386,,,,,0.0
4A2000000060,CatBoost,Holdout,18.963175782253067,14.860508700344324,0.04453849174016078,10.46541276654042,54.89823851316659,19.945054945054945
4A2000000060,CatBoost,Forecast,19.163262915582816,,,,,0.0
4A2000000060,Ensemble,Holdout,24.559836138904434,15.22730573115925,-0.0032102901046136,11.896059831761827,59.531243734310536,19.945054945054945
4A2000000060,Ensemble,Forecast,26.685605850064604,,,,,0.0
4B4822100001,Prophet,Holdout,1.4053296874011885,0.29980801017406655,0.0,0.29980801017406655,35.26754765938255,1.0
4B4822100001,Prophet,Forecast,0.0,,,,,0.0
4B4822100001,XGBoost,Holdout,1.56110680103302,0.56110680103302,0.0,0.56110680103302,43.81752457841972,1.0
4B4822100001,XGBoost,Forecast,1.56110680103302,,,,,0.0
4B4822100001,LightGBM,Holdout,2.3297885570555534,1.2586402966541241,0.0,1.2586402966541241,77.24941583198577,1.0
4B4822100001,LightGBM,Forecast,2.2586402966541237,,,,,0.0
4B4822100001,CatBoost,Holdout,2.308074032093244,0.8161380002715273,0.0,0.8161380002715273,57.96150615941803,1.0
4B4822100001,CatBoost,Forecast,1.6994492191697907,,,,,0.0
4B4822100001,Ensemble,Holdout,1.7874791208590848,0.426158825892095,0.0,0.426158825892095,35.130332056297405,1.0
4B4822100001,Ensemble,Forecast,1.1574391618496647,,,,,0.0
4R5216200001,Prophet,Holdout,1.087147152341961,,,,,0.0
4R5216200001,Prophet,Forecast,0.9493903422901533,,,,,0.0
4R5216200001,XGBoost,Holdout,1.247322678565979,,,,,0.0
4R5216200001,XGBoost,Forecast,1.1599751095617972,,,,,0.0
4R5216200001,LightGBM,Holdout,1.0604844037883525,,,,,0.0
4R5216200001,LightGBM,Forecast,1.0265165805987357,,,,,0.0
4R5216200001,CatBoost,Holdout,1.0845624684839492,,,,,0.0
4R5216200001,CatBoost,Forecast,1.0249878512141088,,,,,0.0
4R5216200001,Ensemble,Holdout,1.1198791757950601,,,,,0.0
4R5216200001,Ensemble,Forecast,1.0402174709161989,,,,,0.0
ACDF20200003,Prophet,Holdout,0.1479491429589567,,,,,0.0
ACDF20200003,Prophet,Forecast,0.030573422188738455,,,,,0.0
ACDF20200003,XGBoost,Holdout,1.949425254549299,,,,,0.0
ACDF20200003,XGBoost,Forecast,2.138608717149304,,,,,0.0
ACDF20200003,LightGBM,Holdout,2.096112848852658,,,,,0.0
ACDF20200003,LightGBM,Forecast,2.0830571217508425,,,,,0.0
ACDF20200003,CatBoost,Holdout,2.5590193134611994,,,,,0.0
ACDF20200003,CatBoost,Forecast,2.1899113993595356,,,,,0.0
ACDF20200003,Ensemble,Holdout,1.6881266399555275,,,,,0.0
ACDF20200003,Ensemble,Forecast,1.6105376651121053,,,,,0.0
ACDF51000005,Prophet,Holdout,0.0,,,,,0.0
ACDF51000005,Prophet,Forecast,0.0,,,,,0.0
ACDF51000005,XGBoost,Holdout,4.920451945000952,,,,,0.0
ACDF51000005,XGBoost,Forecast,10.734005851130332,,,,,0.0
ACDF51000005,LightGBM,Holdout,2.962514421343591,,,,,0.0
ACDF51000005,LightGBM,Forecast,15.858803520138778,,,,,0.0
ACDF51000005,CatBoost,Holdout,4.36349740899033,,,,,0.0
ACDF51000005,CatBoost,Forecast,10.221144517339619,,,,,0.0
ACDF51000005,Ensemble,Holdout,3.0616159438337194,,,,,0.0
ACDF51000005,Ensemble,Forecast,9.203488472152182,,,,,0.0
BBDF20200005,Prophet,Holdout,5.094095930669077,,,,,0.0
BBDF20200005,Prophet,Forecast,0.9612093496530012,,,,,0.0
BBDF20200005,XGBoost,Holdout,4.985404651243608,,,,,0.0
BBDF20200005,XGBoost,Forecast,5.066121578216553,,,,,0.0
BBDF20200005,LightGBM,Holdout,1.1180764364197844,,,,,0.0
BBDF20200005,LightGBM,Forecast,1.1180764364197846,,,,,0.0
BBDF20200005,CatBoost,Holdout,1.254475749846111,,,,,0.0
BBDF20200005,CatBoost,Forecast,1.480218289876635,,,,,0.0
BBDF20200005,Ensemble,Holdout,3.1130131920446447,,,,,0.0
BBDF20200005,Ensemble,Forecast,2.1564064135414927,,,,,0.0
ET4820200025,Prophet,Holdout,147.00767141627927,121.9378417346724,-0.5738290080213662,100.76151856239413,91.25330232939396,95.73076923076923
ET4820200025,Prophet,Forecast,81.6530966196717,,,,,0.0
ET4820200025,XGBoost,Holdout,67.83289010184151,95.31898203289546,0.03830063509132464,65.66760307703262,81.78197978994247,95.73076923076923
ET4820200025,XGBoost,Forecast,68.90524193548387,,,,,0.0
ET4820200025,LightGBM,Holdout,69.35741877080008,98.84202862888493,-0.034103096409670686,69.20060754814679,84.75542790670505,95.73076923076923
ET4820200025,LightGBM,Forecast,74.70504410659214,,,,,0.0
ET4820200025,CatBoost,Holdout,48.55658254248629,102.89881901949072,-0.12073082916883027,64.8710469922468,80.46520129005597,95.73076923076923
ET4820200025,CatBoost,Forecast,46.97791867431654,,,,,0.0
ET4820200025,Ensemble,Holdout,81.45933167089596,94.70552138105452,0.05063954678297733,68.57452146692046,82.57276047179076,95.73076923076923
ET4820200025,Ensemble,Forecast,67.54738168046187,,,,,0.0
P0020,Prophet,Holdout,3.0967891135730303,,,,,0.0
P0020,Prophet,Forecast,0.0,,,,,0.0
P0020,XGBoost,Holdout,1.876061050446479,,,,,0.0
P0020,XGBoost,Forecast,2.155678652947949,,,,,0.0
P0020,LightGBM,Holdout,1.1284910295930592,,,,,0.0
P0020,LightGBM,Forecast,4.850687744857606,,,,,0.0
P0020,CatBoost,Holdout,2.124931636285759,,,,,0.0
P0020,CatBoost,Forecast,2.16447953870104,,,,,0.0
P0020,Ensemble,Holdout,2.0565682074745815,,,,,0.0
P0020,Ensemble,Forecast,2.292711484126648,,,,,0.0
CCK012410009,Prophet,Holdout,1.21306415559073,0.6168158947025392,-1.739325305295396,0.5575016555956499,50.70538415633455,1.1666666666666667
CCK012410009,Prophet,Forecast,1.0490518628470114,,,,,0.0
CCK012410009,XGBoost,Holdout,1.527794172475626,0.5088358716676687,-0.8641803989297332,0.5060042341550192,38.408892248788746,1.1666666666666667
CCK012410009,XGBoost,Forecast,1.543716953646752,,,,,0.0
CCK012410009,LightGBM,Holdout,1.3235723904272312,0.3816348367696303,-0.048645070180513006,0.3310022158928399,26.02295291413772,1.1666666666666667
CCK012410009,LightGBM,Forecast,1.3482608496520525,,,,,0.0
CCK012410009,CatBoost,Holdout,1.4204854286920663,0.4570921271298603,-0.5043191313255229,0.4520853384421653,34.89713350013311,1.1666666666666667
CCK012410009,CatBoost,Forecast,1.4453809480946203,,,,,0.0
CCK012410009,Ensemble,Holdout,1.375989059177402,0.41130229793906803,-0.21802097808769672,0.38415248743287433,29.86132493594129,1.1666666666666667
CCK012410009,Ensemble,Forecast,1.365727357204956,,,,,0.0
ET0824100209,Prophet,Holdout,14.866424691519537,17.45752285343658,-3.967819136595984,13.606058345307208,136.28536616488813,12.091954022988507
ET0824100209,Prophet,Forecast,0.0,,,,,0.0
ET0824100209,XGBoost,Holdout,16.340586688492323,8.147883923420196,-0.08215682854255513,6.826475050257541,59.76901384263814,12.091954022988507
ET0824100209,XGBoost,Forecast,14.772690219263877,,,,,0.0
ET0824100209,LightGBM,Holdout,10.133685575416266,7.830838442519196,0.00042113255863307497,5.950388147390474,56.15890259129572,12.091954022988507
ET0824100209,LightGBM,Forecast,8.419425919423979,,,,,0.0
ET0824100209,CatBoost,Holdout,7.302486297466543,8.849139557798603,-0.2764465276530974,6.561416419979443,63.84746392421447,12.091954022988507
ET0824100209,CatBoost,Forecast,7.176501895360578,,,,,0.0
ET0824100209,Ensemble,Holdout,11.77142693926222,7.442487807450066,0.09710592873562907,5.598268143370919,52.272642195534644,12.091954022988507
ET0824100209,Ensemble,Forecast,8.854827637735523,,,,,0.0
4A0825100001,Prophet,Holdout,58.00718495216272,46.14270320238795,-5.023257759291321,41.75887363775695,121.49607113436436,17.011904761904763
4A0825100001,Prophet,Forecast,65.8539616352014,,,,,0.0
4A0825100001,XGBoost,Holdout,72.55736600435696,60.8507651874026,-9.475082918880892,57.57239859444754,137.27284080906145,17.011904761904763
4A0825100001,XGBoost,Forecast,33.42586185086158,,,,,0.0
4A0825100001,LightGBM,Holdout,103.36813085026644,90.49119854904397,-22.16530714391391,86.45774942585533,148.63116830766336,17.011904761904763
4A0825100001,LightGBM,Forecast,74.97211838850858,,,,,0.0
4A0825100001,CatBoost,Holdout,58.50884164024459,44.603053634384665,-4.62800619860117,42.88843912395731,127.84405979175455,17.011904761904763
4A0825100001,CatBoost,Forecast,32.57624073323193,,,,,0.0
4A0825100001,Ensemble,Holdout,71.81400334850744,58.10525117604051,-8.551160600130551,55.73217806439012,135.60547012738016,17.011904761904763
4A0825100001,Ensemble,Forecast,51.37950786138493,,,,,0.0
BBE30251C153,Prophet,Holdout,13.821485866350516,17.955516143297157,0.0,12.655150961694662,177.6590503533978,1.0
BBE30251C153,Prophet,Forecast,14.402977943696344,,,,,0.0
BBE30251C153,XGBoost,Holdout,1.0582052705052134,0.519528797288742,0.0,0.48491731882095335,37.98992580568618,1.0
BBE30251C153,XGBoost,Forecast,1.7386800089190084,,,,,0.0
BBE30251C153,LightGBM,Holdout,1.3047355989566665,0.30473559895666646,0.0,0.30473559895666646,26.44430008209145,1.0
BBE30251C153,LightGBM,Forecast,1.304735598956667,,,,,0.0
BBE30251C153,CatBoost,Holdout,1.391473078775727,0.40137310924061065,0.0,0.40071174896853634,33.36724241543559,1.0
BBE30251C153,CatBoost,Forecast,1.4337720717854467,,,,,0.0
BBE30251C153,Ensemble,Holdout,1.9721339617219809,1.3007063422928262,0.0,1.0442802199439356,60.55413358730939,1.0
BBE30251C153,Ensemble,Forecast,2.1972548191006904,,,,,0.0
COE492510178,Prophet,Holdout,10.980083055113223,9.260414274127008,-7.87354350317322,7.95910947821131,100.31340006327478,4.306451612903226
COE492510178,Prophet,Forecast,13.613713970794917,,,,,0.0
COE492510178,XGBoost,Holdout,1.7630530111082308,3.731607670953119,-0.44088130214319965,2.6905131743800257,73.39463431666108,4.306451612903226
COE492510178,XGBoost,Forecast,4.872137062011227,,,,,0.0
COE492510178,LightGBM,Holdout,4.8222733214225855,3.205787842298716,-0.0634224057634798,2.7228847475632274,64.27555484899341,4.306451612903226
COE492510178,LightGBM,Forecast,4.555490376676634,,,,,0.0
COE492510178,CatBoost,Holdout,3.2362789897897066,3.3424585223616963,-0.15602787086960168,2.5393782678071855,61.795716611357356,4.306451612903226
COE492510178,CatBoost,Forecast,4.422636384153783,,,,,0.0
COE492510178,Ensemble,Holdout,4.714542262732894,3.1370086604332816,-0.018281108567520743,2.7148654411021007,63.73721521013104,4.306451612903226
COE492510178,Ensemble,Forecast,6.226497128734973,,,,,0.0
